kk;pv;h;;"Ulkoilma
lämpöt.
°C";"Ulkoilma
absol.
kosteus
g/kg";"Ulkoilma
suht.
kosteus
%";"Ulkoilma
entalpia
kJ/kg";"Lämmitys
tiloissa
W";"Lämmitys
IV-kone
W";"Lämmitys
IV-kone
(ei LTO:ta)
W";"Jäähdytys
tiloissa
W";"Jäähdytys
tiloissa
(ei vapaajäähd.)
W";"Jäähdytys
IV-kone
W";"Puhallin-
sähkö
W";"Tuloilma-
virta
m³/s";IV-pyörimisnopeus
6;6;12;ke;5,6;3,3;58,1;13,921;2854;0;0;0;0;0;1352;0,9;75
6;6;13;ke;6,1;3,2;54,5;14,176;2388;0;0;0;0;0;1352;0,9;75
6;6;14;ke;6,7;3,1;50,6;14,532;1885;0;0;0;0;0;1352;0,9;75
6;6;15;ke;7,2;3,1;48,9;15,038;1303;0;0;0;0;0;1352;0,9;75
6;6;16;ke;7,2;3,2;50,5;15,289;1360;0;0;0;0;0;1352;0,9;75
6;6;17;ke;7,2;3,2;50,5;15,289;1464;0;0;0;0;0;1352;0,9;75
6;6;18;ke;7,2;3,3;52;15,54;1469;0;0;0;0;0;1352;0,9;75
6;6;19;ke;6,7;3,3;53,9;15,034;1983;0;0;0;0;0;1352;0,9;75
6;6;20;ke;6,7;3,3;53,9;15,034;1991;0;0;0;0;0;1352;0,9;75
6;6;21;ke;6,7;3,3;53,9;15,034;1750;0;0;0;0;0;1352;0,9;75
6;6;22;ke;6,1;3,6;61,2;15,181;2261;0;0;0;0;0;1352;0,9;75
6;6;23;ke;5,6;3,9;68,6;15,428;2683;0;0;0;0;0;1352;0,9;75
6;6;24;ke;4,4;4,2;80,4;14,965;4836;0;0;0;0;0;1352;0,9;75
6;7;1;to;4,4;4,1;78,5;14,714;7439;0;0;0;0;0;1352;0,9;75
6;7;2;to;3,3;4,1;84,9;13,599;10027;0;0;0;0;0;1352;0,9;75
6;7;3;to;3,3;4;82,8;13,348;10940;0;0;0;0;0;1352;0,9;75
6;7;4;to;2,2;3,8;85,2;11,732;13435;0;0;0;0;0;1352;0,9;75
6;7;5;to;2,8;4;85,8;12,842;12823;0;0;0;0;0;1352;0,9;75
6;7;6;to;3,3;4,1;84,9;13,599;12465;0;0;0;0;0;1352;0,9;75
6;7;7;to;3,9;4,1;81,3;14,207;11570;0;0;0;0;0;1352;0,9;75
6;7;8;to;4,4;4,1;78,5;14,714;10083;0;0;0;0;0;1352;0,9;75
6;7;9;to;5;4;73,4;15,071;8929;0;0;0;0;0;1352;0,9;75
6;7;10;to;5,6;4,2;73,9;16,181;5737;0;0;0;0;0;1352;0,9;75
6;7;11;to;6,7;4,3;70,1;17,548;1587;0;0;0;0;0;1352;0,9;75
6;7;12;to;7,8;4,4;66,4;18,915;104;0;0;0;0;0;1352;0,9;75
6;7;13;to;8,3;4,2;61,3;18,918;0;0;0;0;0;0;1352;0,9;75
6;7;14;to;8,9;3,9;54,7;18,772;0;0;0;0;0;0;1352;0,9;75
6;7;15;to;9,4;3,6;48,8;18,523;0;0;0;0;0;0;1352;0,9;75
6;7;16;to;10,6;4,3;53,7;21,502;0;0;0;0;0;0;1352;0,9;75
6;7;17;to;9,4;4,4;59,6;20,537;0;0;0;0;0;0;1352;0,9;75
6;7;18;to;8,3;4,4;64,2;19,422;0;0;0;0;0;0;1352;0,9;75
6;7;19;to;7,8;4,7;70,9;19,669;0;0;0;0;0;0;1352;0,9;75
6;7;20;to;7,2;4,9;77;19,563;0;0;0;0;0;0;1352;0,9;75
6;7;21;to;6,7;5;81,4;19,307;542;0;0;0;0;0;1352;0,9;75
6;7;22;to;6,7;5,1;83;19,559;628;0;0;0;0;0;1352;0,9;75
6;7;23;to;6,1;5,1;86,5;18,949;1232;0;0;0;0;0;1352;0,9;75
6;7;24;to;5,6;5,2;91,3;18,693;1963;0;0;0;0;0;1352;0,9;75
6;8;1;pe;5;5;91,6;17,581;2601;0;0;0;0;0;1352;0,9;75
6;8;2;pe;4,4;4,9;93,7;16,721;4757;0;0;0;0;0;1352;0,9;75
6;8;3;pe;4,4;4,7;89,9;16,219;5766;0;0;0;0;0;1352;0,9;75
6;8;4;pe;3,9;4,5;89,2;15,21;7160;0;0;0;0;0;1352;0,9;75
6;8;5;pe;4,4;4,6;88;15,968;6444;0;0;0;0;0;1352;0,9;75
6;8;6;pe;4,4;4,7;89,9;16,219;7265;0;0;0;0;0;1352;0,9;75
6;8;7;pe;5;4,4;80,7;16,075;6700;0;0;0;0;0;1352;0,9;75
6;8;8;pe;5,6;4,1;72,1;15,93;4202;0;0;0;0;0;1352;0,9;75
6;8;9;pe;5,6;3,9;68,6;15,428;3888;0;0;0;0;0;1352;0,9;75
6;8;10;pe;6,7;3,8;62;16,291;702;0;0;0;0;0;1352;0,9;75
6;8;11;pe;7,8;3,8;57,4;17,405;0;0;0;0;0;0;1352;0,9;75
6;8;12;pe;8,9;3,7;51,9;18,268;0;0;0;0;0;0;1352;0,9;75
6;8;13;pe;9,4;3,5;47,5;18,271;0;0;0;0;0;0;1352;0,9;75
6;8;14;pe;10;3,4;44,3;18,626;0;0;0;0;0;0;1352;0,9;75
6;8;15;pe;10,6;3,3;41,3;18,982;0;0;0;0;0;0;1352;0,9;75
6;8;16;pe;11,1;3,4;41,1;19,74;0;0;0;0;0;0;1352;0,9;75
6;8;17;pe;10,6;3,3;41,3;18,982;0;0;0;0;0;0;1352;0,9;75
6;8;18;pe;10,6;3,2;40;18,73;0;0;0;0;0;0;1352;0,9;75
6;8;19;pe;10;3,3;43;18,374;0;0;0;0;0;0;1352;0,9;75
6;8;20;pe;10;3,3;43;18,374;0;0;0;0;0;0;1352;0,9;75
6;8;21;pe;10;3,3;43;18,374;0;0;0;0;0;0;1352;0,9;75
6;8;22;pe;7,8;3,9;58,9;17,657;0;0;0;0;0;0;1352;0,9;75
6;8;23;pe;6,1;4,2;71,4;16,688;0;0;0;0;0;0;1352;0,9;75
6;8;24;pe;4,4;4,5;86,1;15,718;0;0;0;0;0;0;1352;0,9;75
6;9;1;la;2,2;4;89,6;12,233;1323;0;0;0;0;0;1352;0,9;75
6;9;2;la;0;3,5;92,1;8,754;3244;0;0;0;0;0;1352;0,9;75
6;9;3;la;0;3,7;97,3;9,254;3691;0;0;0;0;0;1352;0,9;75
6;9;4;la;1,7;3,9;90,6;11,476;2920;0;0;0;0;0;1352;0,9;75
6;9;5;la;2,8;4,2;90,1;13,343;2099;0;0;0;0;0;1352;0,9;75
6;9;6;la;4,4;4,4;84,2;15,467;1096;0;0;0;0;0;1352;0,9;75
6;9;7;la;7,2;4,6;72,4;18,809;0;0;0;0;0;0;1352;0,9;75
6;9;8;la;9,4;4,7;63,6;21,293;0;0;0;0;0;0;1352;0,9;75
6;9;9;la;12,2;4,5;50,5;23,629;0;0;0;0;0;0;1352;0,9;75
6;9;10;la;12,8;4,2;45,3;23,48;0;0;0;0;0;0;1352;0,9;75
6;9;11;la;13,3;3,9;40,7;23,23;0;0;0;0;0;0;1352;0,9;75
6;9;12;la;13,9;3,6;36,2;23,08;0;0;0;0;0;0;1352;0,9;75
6;9;13;la;15,6;3,8;34,2;25,307;0;0;0;0;0;0;1352;0,9;75
6;9;14;la;17,8;3,9;30,5;27,789;0;0;0;0;0;0;1352;0,9;75
6;9;15;la;16,7;3,5;29,4;25,662;0;0;0;0;0;0;1352;0,9;75
6;9;16;la;15,6;4,2;37,8;26,319;0;0;0;0;0;0;1352;0,9;75
6;9;17;la;13,9;4,8;48,1;26,112;0;0;0;0;0;0;1352;0,9;75
6;9;18;la;12,8;5,2;56;26,005;0;0;0;0;0;0;1352;0,9;75
6;9;19;la;12,2;5,3;59,4;25,648;0;0;0;0;0;0;1352;0,9;75
6;9;20;la;11,7;5,5;63,7;25,645;0;0;0;0;0;0;1352;0,9;75
6;9;21;la;11,7;5,6;64,8;25,897;0;0;0;0;0;0;1352;0,9;75
6;9;22;la;10;5,6;72,7;24,169;0;0;0;0;0;0;1352;0,9;75
6;9;23;la;8,9;5,6;78,3;23,051;0;0;0;0;0;0;1352;0,9;75
6;9;24;la;7,8;5,5;82,9;21,682;0;0;0;0;0;0;1352;0,9;75
6;10;1;su;7,2;5,6;88;21,323;0;0;0;0;0;0;1352;0,9;75
6;10;2;su;6,7;5,6;91,1;20,815;0;0;0;0;0;0;1352;0,9;75
6;10;3;su;6,1;5,6;94,9;20,205;0;0;0;0;0;0;1352;0,9;75
6;10;4;su;5;5,1;93,4;17,832;0;0;0;0;0;0;1352;0,9;75
6;10;5;su;6,1;5,3;89,9;19,452;0;0;0;0;0;0;1352;0,9;75
6;10;6;su;7,2;5,5;86,4;21,072;0;0;0;0;0;0;1352;0,9;75
6;10;7;su;7,2;5,2;81,7;20,318;0;0;0;0;0;0;1352;0,9;75
6;10;8;su;7,8;4,9;73,9;20,172;0;0;0;0;0;0;1352;0,9;75
6;10;9;su;7,8;4,6;69,4;19,418;0;0;0;0;0;0;1352;0,9;75
6;10;10;su;8,3;4,2;61,3;18,918;0;0;0;0;0;0;1352;0,9;75
6;10;11;su;8,9;3,7;51,9;18,268;0;0;0;0;0;0;1352;0,9;75
6;10;12;su;9,4;3,2;43,4;17,515;0;0;0;0;0;0;1352;0,9;75
6;10;13;su;10,6;3,1;38,8;18,477;0;0;0;0;0;0;1352;0,9;75
6;10;14;su;11,1;3;36,3;18,731;0;0;0;0;0;0;1352;0,9;75
6;10;15;su;11,7;2,9;33,7;19,086;0;0;0;0;0;0;1352;0,9;75
6;10;16;su;12,2;2,9;32,6;19,592;0;0;0;0;0;0;1352;0,9;75
6;10;17;su;12,8;2,9;31,4;20,198;0;0;0;0;0;0;1352;0,9;75
6;10;18;su;11,7;2,6;30,3;18,329;0;0;0;0;0;0;1352;0,9;75
6;10;19;su;11,7;2,7;31,4;18,581;0;0;0;0;0;0;1352;0,9;75
6;10;20;su;11,1;2,8;33,9;18,227;0;0;0;0;0;0;1352;0,9;75
6;10;21;su;10,6;2,9;36,3;17,973;0;0;0;0;0;0;1352;0,9;75
6;10;22;su;10;3,1;40,4;17,87;0;0;0;0;0;0;1352;0,9;75
6;10;23;su;8,9;3,3;46,3;17,261;0;0;0;0;0;0;1352;0,9;75
6;10;24;su;8,3;3,5;51,1;17,157;0;0;0;0;0;0;1352;0,9;75
6;11;1;ma;7,8;3,8;57,4;17,405;0;0;0;0;0;0;1352;0,9;75
6;11;2;ma;6,7;4,1;66,8;17,045;0;0;0;0;0;0;1352;0,9;75
6;11;3;ma;5,6;4,4;77,4;16,684;0;0;0;0;0;0;1352;0,9;75
6;11;4;ma;5;4,1;75,2;15,322;0;0;0;0;0;0;1352;0,9;75
6;11;5;ma;6,1;4,3;73;16,939;0;0;0;0;0;0;1352;0,9;75
6;11;6;ma;7,2;4,5;70,8;18,558;0;0;0;0;0;0;1352;0,9;75
6;11;7;ma;7,8;4,4;66,4;18,915;0;0;0;0;0;0;1352;0,9;75
6;11;8;ma;8,9;4,2;58,8;19,527;0;0;0;0;0;0;1352;0,9;75
6;11;9;ma;9,4;3,9;52,8;19,278;0;0;0;0;0;0;1352;0,9;75
6;11;10;ma;11,7;4;46,4;21,861;0;0;0;0;0;0;1352;0,9;75
6;11;11;ma;13,3;4;41,8;23,482;0;0;0;0;0;0;1352;0,9;75
6;11;12;ma;15;4;37,4;25,205;0;0;0;0;0;0;1352;0,9;75
6;11;13;ma;15,6;4,1;36,9;26,066;0;0;0;0;0;0;1352;0,9;75
6;11;14;ma;15,6;4,3;38,7;26,572;0;0;0;0;0;0;1352;0,9;75
6;11;15;ma;16,1;4,4;38,3;27,332;0;0;0;0;0;0;1352;0,9;75
6;11;16;ma;17,8;5,2;40,6;31,083;0;0;0;0;0;0;1352;0,9;75
6;11;17;ma;16,1;5,2;45,2;29,357;0;0;0;0;0;0;1352;0,9;75
6;11;18;ma;15;5,2;48,5;28,24;0;0;0;0;0;0;1352;0,9;75
6;11;19;ma;13,3;5,1;53,2;26,26;0;0;0;0;0;0;1352;0,9;75
6;11;20;ma;12,2;5;56,1;24,891;0;0;0;0;0;0;1352;0,9;75
6;11;21;ma;11,1;4,9;59,1;23,522;0;0;0;0;0;0;1352;0,9;75
6;11;22;ma;10;4,9;63,7;22,406;0;0;0;0;0;0;1352;0,9;75
6;11;23;ma;8,9;4,8;67,2;21,037;0;0;0;0;0;0;1352;0,9;75
6;11;24;ma;7,8;4,8;72,4;19,921;0;0;0;0;0;0;1352;0,9;75
6;12;1;ti;7,2;4,8;75,5;19,312;0;0;0;0;0;0;1352;0,9;75
6;12;2;ti;6,7;4,9;79,8;19,056;0;0;0;0;0;0;1352;0,9;75
6;12;3;ti;6,1;4,9;83,2;18,447;0;0;0;0;0;0;1352;0,9;75
6;12;4;ti;5,6;4,7;82,6;17,437;0;0;0;0;0;0;1352;0,9;75
6;12;5;ti;6,1;4,7;79,8;17,944;0;0;0;0;0;0;1352;0,9;75
6;12;6;ti;6,7;4,8;78,1;18,804;0;0;0;0;0;0;1352;0,9;75
6;12;7;ti;7,2;4,9;77;19,563;0;0;0;0;0;0;1352;0,9;75
6;12;8;ti;7,8;4,9;73,9;20,172;0;0;0;0;0;0;1352;0,9;75
6;12;9;ti;8,3;4,9;71,4;20,68;0;0;0;0;0;0;1352;0,9;75
6;12;10;ti;10;4,9;63,7;22,406;0;0;0;0;0;0;1352;0,9;75
6;12;11;ti;11,7;4,9;56,8;24,131;0;0;0;0;0;0;1352;0,9;75
6;12;12;ti;13,3;4,8;50,1;25,503;0;0;0;0;0;0;1352;0,9;75
6;12;13;ti;13,9;4,8;48,1;26,112;0;0;0;0;0;0;1352;0,9;75
6;12;14;ti;14,4;4,8;46,6;26,619;0;0;0;0;0;0;1352;0,9;75
6;12;15;ti;15,6;4,8;43,1;27,837;0;0;0;0;0;0;1352;0,9;75
6;12;16;ti;16,1;4,7;40,9;28,091;0;0;0;0;0;0;1352;0,9;75
6;12;17;ti;16,7;4,7;39,4;28,7;0;0;0;0;0;0;1352;0,9;75
6;12;18;ti;16,1;4,4;38,3;27,332;0;0;0;0;0;0;1352;0,9;75
6;12;19;ti;15,6;4,3;38,7;26,572;0;0;0;0;0;0;1352;0,9;75
6;12;20;ti;15;4,1;38,3;25,458;0;0;0;0;0;0;1352;0,9;75
6;12;21;ti;14,4;4;38,9;24,597;0;0;0;0;0;0;1352;0,9;75
6;12;22;ti;14,4;4,3;41,8;25,355;0;0;0;0;0;0;1352;0,9;75
6;12;23;ti;12,8;4,1;44,3;23,228;0;0;0;0;0;0;1352;0,9;75
6;12;24;ti;10,6;3,8;47,5;20,242;0;0;0;0;0;0;1352;0,9;75
6;13;1;ke;9,4;3,9;52,8;19,278;0;0;0;0;0;0;1352;0,9;75
6;13;2;ke;7,8;3,9;58,9;17,657;0;0;0;0;0;0;1352;0,9;75
6;13;3;ke;6,7;3,9;63,6;16,542;0;0;0;0;0;0;1352;0,9;75
6;13;4;ke;5,6;3,7;65,1;14,926;0;0;0;0;0;0;1352;0,9;75
6;13;5;ke;6,1;3,9;66,3;15,935;0;0;0;0;0;0;1352;0,9;75
6;13;6;ke;6,7;4,1;66,8;17,045;0;0;0;0;0;0;1352;0,9;75
6;13;7;ke;7,2;4;63;17,3;0;0;0;0;0;0;1352;0,9;75
6;13;8;ke;7,8;3,8;57,4;17,405;0;0;0;0;0;0;1352;0,9;75
6;13;9;ke;8,3;3,7;54;17,66;0;0;0;0;0;0;1352;0,9;75
6;13;10;ke;8,3;3,7;54;17,66;0;0;0;0;0;0;1352;0,9;75
6;13;11;ke;9,4;3,7;50,1;18,774;0;0;0;0;0;0;1352;0,9;75
6;13;12;ke;9,4;3,7;50,1;18,774;0;0;0;0;0;0;1352;0,9;75
6;13;13;ke;10,6;3,6;45;19,738;0;0;0;0;0;0;1352;0,9;75
6;13;14;ke;11,1;3,4;41,1;19,74;0;0;0;0;0;0;1352;0,9;75
6;13;15;ke;11,7;3,2;37,2;19,843;0;0;0;0;0;0;1352;0,9;75
6;13;16;ke;11,7;3,3;38,4;20,095;0;0;0;0;0;0;1352;0,9;75
6;13;17;ke;12,2;3,3;37,1;20,601;0;0;0;0;0;0;1352;0,9;75
6;13;18;ke;12,2;3,3;37,1;20,601;0;0;0;0;0;0;1352;0,9;75
6;13;19;ke;11,7;3,3;38,4;20,095;0;0;0;0;0;0;1352;0,9;75
6;13;20;ke;11,7;3,4;39,5;20,347;0;0;0;0;0;0;1352;0,9;75
6;13;21;ke;11,7;3,4;39,5;20,347;0;0;0;0;0;0;1352;0,9;75
6;13;22;ke;10;3,6;46,9;19,13;0;0;0;0;0;0;1352;0,9;75
6;13;23;ke;8,9;3,8;53,3;18,52;0;0;0;0;0;0;1352;0,9;75
6;13;24;ke;7,8;3,9;58,9;17,657;0;0;0;0;0;0;1352;0,9;75
6;14;1;to;6,7;3,9;63,6;16,542;0;0;0;0;0;0;1352;0,9;75
6;14;2;to;5,6;4;70,4;15,679;0;0;0;0;0;0;1352;0,9;75
6;14;3;to;5;4;73,4;15,071;0;0;0;0;0;0;1352;0,9;75
6;14;4;to;4,4;3,8;72,8;13,961;0;0;0;0;0;0;1352;0,9;75
6;14;5;to;5;3,9;71,6;14,82;0;0;0;0;0;0;1352;0,9;75
6;14;6;to;5,6;4;70,4;15,679;0;0;0;0;0;0;1352;0,9;75
6;14;7;to;6,7;3,9;63,6;16,542;0;0;0;0;0;0;1352;0,9;75
6;14;8;to;7,2;3,9;61,4;17,049;0;0;0;0;0;0;1352;0,9;75
6;14;9;to;8,3;3,8;55,5;17,912;0;0;0;0;0;0;1352;0,9;75
6;14;10;to;8,9;3,7;51,9;18,268;0;0;0;0;0;0;1352;0,9;75
6;14;11;to;9,4;3,7;50,1;18,774;0;0;0;0;0;0;1352;0,9;75
6;14;12;to;10;3,6;46,9;19,13;0;0;0;0;0;0;1352;0,9;75
6;14;13;to;10,6;3,6;45;19,738;0;0;0;0;0;0;1352;0,9;75
6;14;14;to;11,1;3,5;42,3;19,992;0;0;0;0;0;0;1352;0,9;75
6;14;15;to;12,2;3,5;39,3;21,106;0;0;0;0;0;0;1352;0,9;75
6;14;16;to;12,8;3,6;38,9;21,966;0;0;0;0;0;0;1352;0,9;75
6;14;17;to;12,2;3,5;39,3;21,106;0;0;0;0;0;0;1352;0,9;75
6;14;18;to;11,7;3,5;40,7;20,599;0;0;0;0;0;0;1352;0,9;75
6;14;19;to;11,7;3,6;41,8;20,852;0;0;0;0;0;0;1352;0,9;75
6;14;20;to;11,7;3,7;43;21,104;0;0;0;0;0;0;1352;0,9;75
6;14;21;to;11,7;3,8;44,1;21,356;0;0;0;0;0;0;1352;0,9;75
6;14;22;to;10,6;4,3;53,7;21,502;0;0;0;0;0;0;1352;0,9;75
6;14;23;to;9,4;4,7;63,6;21,293;0;0;0;0;0;0;1352;0,9;75
6;14;24;to;7,8;5;75,4;20,424;0;0;0;0;0;0;1352;0,9;75
6;15;1;pe;7,8;4,8;72,4;19,921;0;0;0;0;0;0;1352;0,9;75
6;15;2;pe;7,2;4,7;73,9;19,061;0;0;0;0;0;0;1352;0,9;75
6;15;3;pe;6,7;4,5;73,3;18,05;0;0;0;0;0;0;1352;0,9;75
6;15;4;pe;5,6;4,7;82,6;17,437;0;0;0;0;0;0;1352;0,9;75
6;15;5;pe;4,4;4,8;91,8;16,47;0;0;0;0;0;0;1352;0,9;75
6;15;6;pe;3,9;4,9;97,1;16,214;0;0;0;0;0;0;1352;0,9;75
6;15;7;pe;3,9;4,7;93,1;15,712;0;0;0;0;0;0;1352;0,9;75
6;15;8;pe;3,9;4,7;93,1;15,712;0;0;0;0;0;0;1352;0,9;75
6;15;9;pe;4,4;4,7;89,9;16,219;0;0;0;0;0;0;1352;0,9;75
6;15;10;pe;5,6;4,6;80,9;17,186;0;0;0;0;0;0;1352;0,9;75
6;15;11;pe;7,2;4,5;70,8;18,558;0;0;0;0;0;0;1352;0,9;75
6;15;12;pe;8,9;4,2;58,8;19,527;0;0;0;0;0;0;1352;0,9;75
6;15;13;pe;9,4;4,2;56,9;20,034;0;0;0;0;0;0;1352;0,9;75
6;15;14;pe;9,4;4,3;58,2;20,285;0;0;0;0;0;0;1352;0,9;75
6;15;15;pe;10;4,3;55,9;20,894;0;0;0;0;0;0;1352;0,9;75
6;15;16;pe;10,6;4;50;20,746;0;0;0;0;0;0;1352;0,9;75
6;15;17;pe;11,1;3,7;44,7;20,496;0;0;0;0;0;0;1352;0,9;75
6;15;18;pe;11,7;3,3;38,4;20,095;0;0;0;0;0;0;1352;0,9;75
6;15;19;pe;12,8;3,7;40;22,218;0;0;0;0;0;0;1352;0,9;75
6;15;20;pe;11,7;3,7;43;21,104;0;0;0;0;0;0;1352;0,9;75
6;15;21;pe;10,6;3,6;45;19,738;0;0;0;0;0;0;1352;0,9;75
6;15;22;pe;9,4;4,1;55,5;19,782;0;0;0;0;0;0;1352;0,9;75
6;15;23;pe;8,3;4,4;64,2;19,422;0;0;0;0;0;0;1352;0,9;75
6;15;24;pe;6,7;4,7;76,5;18,553;0;0;0;0;0;0;1352;0,9;75
6;16;1;la;5,6;4,7;82,6;17,437;0;0;0;0;0;0;1352;0,9;75
6;16;2;la;3,9;4,6;91,2;15,461;0;0;0;0;0;0;1352;0,9;75
6;16;3;la;2,8;4,5;96,5;14,095;0;0;0;0;0;0;1352;0,9;75
6;16;4;la;2,2;4,3;96,3;12,985;0;0;0;0;0;0;1352;0,9;75
6;16;5;la;3,9;4,8;95,1;15,963;0;0;0;0;0;0;1352;0,9;75
6;16;6;la;5,6;5,2;91,3;18,693;0;0;0;0;0;0;1352;0,9;75
6;16;7;la;7,8;5,3;79,9;21,179;0;0;0;0;0;0;1352;0,9;75
6;16;8;la;10,6;5,1;63,6;23,519;0;0;0;0;0;0;1352;0,9;75
6;16;9;la;13,3;4,7;49;25,25;0;0;0;0;0;0;1352;0,9;75
6;16;10;la;13,3;4,3;44,9;24,24;0;0;0;0;0;0;1352;0,9;75
6;16;11;la;13,3;4;41,8;23,482;0;0;0;0;0;0;1352;0,9;75
6;16;12;la;13,3;3,6;37,6;22,472;0;0;0;0;0;0;1352;0,9;75
6;16;13;la;14,4;3,6;35;23,586;0;0;0;0;0;0;1352;0,9;75
6;16;14;la;15,6;3,6;32,4;24,801;0;0;0;0;0;0;1352;0,9;75
6;16;15;la;16,1;3,5;30,5;25,054;0;0;0;0;0;0;1352;0,9;75
6;16;16;la;16,7;3,6;30,2;25,915;0;0;0;0;0;0;1352;0,9;75
6;16;17;la;16,7;3,5;29,4;25,662;0;0;0;0;0;0;1352;0,9;75
6;16;18;la;16,1;3,5;30,5;25,054;0;0;0;0;0;0;1352;0,9;75
6;16;19;la;15,6;3,6;32,4;24,801;0;0;0;0;0;0;1352;0,9;75
6;16;20;la;15;3,7;34,6;24,446;0;0;0;0;0;0;1352;0,9;75
6;16;21;la;14,4;3,8;37;24,091;0;0;0;0;0;0;1352;0,9;75
6;16;22;la;13,3;4,6;48;24,998;0;0;0;0;0;0;1352;0,9;75
6;16;23;la;11,7;5,1;59,1;24,636;0;0;0;0;0;0;1352;0,9;75
6;16;24;la;10;5,6;72,7;24,169;0;0;0;0;0;0;1352;0,9;75
6;17;1;su;9,4;5,7;77;23,811;0;0;0;0;0;0;1352;0,9;75
6;17;2;su;8,9;5,8;81,1;23,555;0;0;0;0;0;0;1352;0,9;75
6;17;3;su;8,3;6;87,3;23,448;0;0;0;0;0;0;1352;0,9;75
6;17;4;su;8,3;5,6;81,6;22,441;0;0;0;0;0;0;1352;0,9;75
6;17;5;su;8,3;5,4;78,7;21,938;0;0;0;0;0;0;1352;0,9;75
6;17;6;su;8,3;5,2;75,8;21,435;0;0;0;0;0;0;1352;0,9;75
6;17;7;su;10,6;5,3;66,1;24,023;0;0;0;0;0;0;1352;0,9;75
6;17;8;su;13,3;5,2;54,2;26,513;0;0;0;0;0;0;1352;0,9;75
6;17;9;su;15,6;5;44,9;28,343;0;0;0;0;0;0;1352;0,9;75
6;17;10;su;15,6;5;44,9;28,343;0;0;0;0;0;0;1352;0,9;75
6;17;11;su;15,6;4,9;44;28,09;0;0;0;0;0;0;1352;0,9;75
6;17;12;su;15,6;4,9;44;28,09;0;0;0;0;0;0;1352;0,9;75
6;17;13;su;16,7;5,1;42,7;29,713;0;0;0;0;0;0;1352;0,9;75
6;17;14;su;17,2;5,3;42,9;30,727;0;0;0;0;0;0;1352;0,9;75
6;17;15;su;17,8;5,4;42,1;31,59;0;0;0;0;0;0;1352;0,9;75
6;17;16;su;18,3;5,8;43,8;33,112;0;0;0;0;0;0;1352;0,9;75
6;17;17;su;17,2;5,8;47;31,994;0;0;0;0;0;0;1352;0,9;75
6;17;18;su;16,7;5,8;48,5;31,485;0;0;0;0;0;0;1352;0,9;75
6;17;19;su;15,6;6,3;56,5;31,632;0;0;0;0;0;0;1352;0,9;75
6;17;20;su;14,4;6,9;66,8;31,927;0;0;0;0;0;0;1352;0,9;75
6;17;21;su;13,9;7,3;72,9;32,428;0;0;0;0;0;0;1352;0,9;75
6;17;22;su;12,8;7,3;78,4;31,307;0;0;0;0;0;0;1352;0,9;75
6;17;23;su;11,7;7,2;83,2;29,933;0;0;0;0;0;0;1352;0,9;75
6;17;24;su;10,6;7,1;88,3;28,56;0;0;0;0;0;0;1352;0,9;75
6;18;1;ma;10;6,9;89,4;27,445;0;0;0;0;0;0;1352;0,9;75
6;18;2;ma;10;6,6;85,5;26,689;0;0;0;0;0;0;1352;0,9;75
6;18;3;ma;10,6;6,9;85,8;28,056;0;0;0;0;0;0;1352;0,9;75
6;18;4;ma;10,6;6,8;84,6;27,804;0;0;0;0;0;0;1352;0,9;75
6;18;5;ma;11,1;6,8;81,8;28,313;0;0;0;0;0;0;1352;0,9;75
6;18;6;ma;11,7;6,7;77,5;28,672;0;0;0;0;0;0;1352;0,9;75
6;18;7;ma;12,2;6,6;73,8;28,929;0;0;0;0;0;0;1352;0,9;75
6;18;8;ma;13,3;6,5;67,6;29,796;0;0;0;0;0;0;1352;0,9;75
6;18;9;ma;14,4;6,3;61;30,411;0;0;0;0;0;0;1352;0,9;75
6;18;10;ma;15;6;55,9;30,262;0;0;0;0;0;0;1352;0,9;75
6;18;11;ma;16,1;5,5;47,8;30,116;0;0;0;0;0;0;1352;0,9;75
6;18;12;ma;16,7;5;41,9;29,46;0;0;0;0;0;0;1352;0,9;75
6;18;13;ma;17,8;5,3;41,3;31,337;0;0;0;0;0;0;1352;0,9;75
6;18;14;ma;18,3;5,6;42,3;32,605;0;0;0;0;0;0;1352;0,9;75
6;18;15;ma;17,8;5,3;41,3;31,337;0;0;0;0;0;0;1352;0,9;75
6;18;16;ma;16,7;6,4;53,4;33,004;0;0;0;0;0;0;1352;0,9;75
6;18;17;ma;15;7,3;67,9;33,55;0;0;0;0;0;0;1352;0,9;75
6;18;18;ma;13,3;8;83;33,585;0;0;0;0;0;0;1352;0,9;75
6;18;19;ma;13,9;7,7;76,9;33,439;0;0;0;0;0;0;1352;0,9;75
6;18;20;ma;14,4;7,6;73,5;33,696;0;0;0;0;0;0;1352;0,9;75
6;18;21;ma;14,4;7,3;70,6;32,938;0;0;0;0;0;0;1352;0,9;75
6;18;22;ma;13,9;7,2;71,9;32,176;0;0;0;0;0;0;1352;0,9;75
6;18;23;ma;12,8;7,1;76,3;30,802;0;0;0;0;0;0;1352;0,9;75
6;18;24;ma;12,2;7;78,2;29,938;0;0;0;0;0;0;1352;0,9;75
6;19;1;ti;11,1;7,1;85,4;29,069;0;0;0;0;0;0;1352;0,9;75
6;19;2;ti;10,6;7,1;88,3;28,56;0;0;0;0;0;0;1352;0,9;75
6;19;3;ti;9,4;7,1;95,7;27,337;0;0;0;0;0;0;1352;0,9;75
